id,admin1_ref,code,name,from_cods,reference_period_start,reference_period_end,admin1_code,admin1_name,location_code,location_name,location_ref
#adm2+hapi_id,#adm1+hapi_id,#adm2+code,#adm2+name,,#date+start,#date+end,#adm1+code,#adm1+code,#country+code,#country+code,#country+hapi_id
1411,114,CO44098,Distraccion,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1412,114,CO44110,El Molino,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1413,114,CO44279,Fonseca,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1414,114,CO44378,Hatonuevo,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1415,114,CO44420,La Jagua del Pilar,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1416,114,CO44430,Maicao,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1417,114,CO44560,Manaure,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1418,114,CO44650,San Juan del Cesar,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1419,114,CO44847,Uribia,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1420,114,CO44855,Urumita,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1421,114,CO44874,Villanueva,True,2020-04-16T00:00:00,,CO44,La Guajira,COL,Colombia,49
1422,115,CO47001,Santa Marta,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1423,115,CO47030,Algarrobo,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1424,115,CO47053,Aracataca,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1425,115,CO47058,Ariguani,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1426,115,CO47161,Cerro de San Antonio,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1427,115,CO47170,Chivolo,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1428,115,CO47189,Cienaga,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1429,115,CO47205,Concordia,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1430,115,CO47245,El Banco,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1431,115,CO47258,El Pinon,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1432,115,CO47268,El Reten,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1433,115,CO47288,Fundacion,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1434,115,CO47318,Guamal,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1435,115,CO47460,Nueva Granada,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1436,115,CO47541,Pedraza,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1437,115,CO47545,Pijino del Carmen,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1438,115,CO47551,Pivijay,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1439,115,CO47555,Plato,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1440,115,CO47570,Puebloviejo,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1441,115,CO47605,Remolino,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1442,115,CO47660,Sabanas de San Angel,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1443,115,CO47675,Salamina,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1444,115,CO47692,San Sebastian de Buenavista,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1445,115,CO47703,San Zenon,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1446,115,CO47707,Santa Ana,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1447,115,CO47720,Santa Barbara de Pinto,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1448,115,CO47745,Sitionuevo,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1449,115,CO47798,Tenerife,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1450,115,CO47960,Zapayan,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1451,115,CO47980,Zona Bananera,True,2020-04-16T00:00:00,,CO47,Magdalena,COL,Colombia,49
1452,116,CO50001,Villavicencio,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1453,116,CO50006,Acacias,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1454,116,CO50110,Barranca de Upia,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1455,116,CO50124,Cabuyaro,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1456,116,CO50150,Castilla la Nueva,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1457,116,CO50223,Cubarral,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1458,116,CO50226,Cumaral,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1459,116,CO50245,El Calvario,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1460,116,CO50251,El Castillo,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1461,116,CO50270,El Dorado,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1462,116,CO50287,Fuente de Oro,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1463,116,CO50313,Granada,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1464,116,CO50318,Guamal,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1465,116,CO50325,Mapiripan,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1466,116,CO50330,Mesetas,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1467,116,CO50350,La Macarena,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1468,116,CO50370,Uribe,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1469,116,CO50400,Lejanias,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1470,116,CO50450,Puerto Concordia,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1472,116,CO50573,Puerto Lopez,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1473,116,CO50577,Puerto Lleras,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1474,116,CO50590,Puerto Rico,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1475,116,CO50606,Restrepo,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1476,116,CO50680,San Carlos de Guaroa,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1477,116,CO50683,San Juan de Arama,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1478,116,CO50686,San Juanito,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1479,116,CO50689,San Martin,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1480,116,CO50711,Vistahermosa,True,2020-04-16T00:00:00,,CO50,Meta,COL,Colombia,49
1481,117,CO52001,Pasto,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1482,117,CO52019,Alban,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1483,117,CO52022,Aldana,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1484,117,CO52036,Ancuya,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1485,117,CO52051,Arboleda,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1486,117,CO52079,Barbacoas,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1487,117,CO52083,Belen,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1488,117,CO52110,Buesaco,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1489,117,CO52203,Colon,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1490,117,CO52207,Consaca,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1491,117,CO52210,Contadero,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1492,117,CO52215,Cordoba,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1493,117,CO52224,Cuaspud Carlosama,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1494,117,CO52227,Cumbal,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1495,117,CO52233,Cumbitara,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1496,117,CO52240,Chachagui,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1497,117,CO52250,El Charco,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1498,117,CO52254,El Penol,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1499,117,CO52256,El Rosario,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1500,117,CO52258,El Tablon de Gomez,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1501,117,CO52260,El Tambo,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1502,117,CO52287,Funes,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1503,117,CO52317,Guachucal,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1504,117,CO52320,Guaitarilla,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1505,117,CO52323,Gualmatan,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1506,117,CO52352,Iles,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1507,117,CO52354,Imues,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1508,117,CO52356,Ipiales,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1509,117,CO52378,La Cruz,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1510,117,CO52381,La Florida,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1511,117,CO52385,La Llanada,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1512,117,CO52390,La Tola,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1513,117,CO52399,La Union,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1514,117,CO52405,Leiva,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1515,117,CO52411,Linares,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1516,117,CO52418,Los Andes,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1517,117,CO52427,Magui,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1518,117,CO52435,Mallama,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1519,117,CO52473,Mosquera,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1520,117,CO52480,Narino,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1521,117,CO52490,Olaya Herrera,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1522,117,CO52506,Ospina,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1523,117,CO52520,Francisco Pizarro,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1524,117,CO52540,Policarpa,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1525,117,CO52560,Potosi,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1526,117,CO52565,Providencia,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1527,117,CO52573,Puerres,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1528,117,CO52585,Pupiales,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1529,117,CO52612,Ricaurte,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1530,117,CO52621,Roberto Payan,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1531,117,CO52678,Samaniego,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1532,117,CO52683,Sandona,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1533,117,CO52685,San Bernardo,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1534,117,CO52687,San Lorenzo,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1535,117,CO52693,San Pablo,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1536,117,CO52694,San Pedro de Cartago,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1537,117,CO52696,Santa Barbara,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1538,117,CO52699,Santacruz,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1539,117,CO52720,Sapuyes,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1540,117,CO52786,Taminango,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1541,117,CO52788,Tangua,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1542,117,CO52835,San Andres de Tumaco,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1543,117,CO52838,Tuquerres,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1544,117,CO52885,Yacuanquer,True,2020-04-16T00:00:00,,CO52,Narino,COL,Colombia,49
1545,118,CO54001,San Jose de Cucuta,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1546,118,CO54003,Abrego,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1547,118,CO54051,Arboledas,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1548,118,CO54099,Bochalema,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1549,118,CO54109,Bucarasica,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1550,118,CO54125,Cacota,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1551,118,CO54128,Cachira,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1552,118,CO54172,Chinacota,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1553,118,CO54174,Chitaga,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1554,118,CO54206,Convencion,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1555,118,CO54223,Cucutilla,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1556,118,CO54239,Durania,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1557,118,CO54245,El Carmen,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1558,118,CO54250,El Tarra,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1559,118,CO54261,El Zulia,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1560,118,CO54313,Gramalote,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1561,118,CO54344,Hacari,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1562,118,CO54347,Herran,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1563,118,CO54377,Labateca,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1564,118,CO54385,La Esperanza,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1565,118,CO54398,La Playa,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1566,118,CO54405,Los Patios,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1567,118,CO54418,Lourdes,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1568,118,CO54480,Mutiscua,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1569,118,CO54498,Ocana,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1570,118,CO54518,Pamplona,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1571,118,CO54520,Pamplonita,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1572,118,CO54553,Puerto Santander,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1573,118,CO54599,Ragonvalia,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1574,118,CO54660,Salazar,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1575,118,CO54670,San Calixto,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1576,118,CO54673,San Cayetano,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1577,118,CO54680,Santiago,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1578,118,CO54720,Sardinata,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1579,118,CO54743,Silos,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1580,118,CO54800,Teorama,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1581,118,CO54810,Tibu,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1582,118,CO54820,Toledo,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1583,118,CO54871,Villa Caro,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1584,118,CO54874,Villa del Rosario,True,2020-04-16T00:00:00,,CO54,Norte de Santander,COL,Colombia,49
1585,119,CO63001,Armenia,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1586,119,CO63111,Buenavista,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1587,119,CO63130,Calarca,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1588,119,CO63190,Circasia,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1589,119,CO63212,Cordoba,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1590,119,CO63272,Filandia,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1591,119,CO63302,Genova,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1592,119,CO63401,La Tebaida,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1593,119,CO63470,Montenegro,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1594,119,CO63548,Pijao,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1595,119,CO63594,Quimbaya,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1596,119,CO63690,Salento,True,2020-04-16T00:00:00,,CO63,Quindio,COL,Colombia,49
1597,120,CO66001,Pereira,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1598,120,CO66045,Apia,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1599,120,CO66075,Balboa,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1600,120,CO66088,Belen de Umbria,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1601,120,CO66170,Dosquebradas,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1602,120,CO66318,Guatica,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1603,120,CO66383,La Celia,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1604,120,CO66400,La Virginia,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1605,120,CO66440,Marsella,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1606,120,CO66456,Mistrato,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1607,120,CO66572,Pueblo Rico,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1608,120,CO66594,Quinchia,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1609,120,CO66682,Santa Rosa de Cabal,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1610,120,CO66687,Santuario,True,2020-04-16T00:00:00,,CO66,Risaralda,COL,Colombia,49
1611,121,CO68001,Bucaramanga,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1612,121,CO68013,Aguada,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1613,121,CO68020,Albania,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1614,121,CO68051,Aratoca,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1615,121,CO68077,Barbosa,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1616,121,CO68079,Barichara,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1617,121,CO68081,Barrancabermeja,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1618,121,CO68092,Betulia,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1619,121,CO68101,Bolivar,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1620,121,CO68121,Cabrera,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1621,121,CO68132,California,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1622,121,CO68147,Capitanejo,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1623,121,CO68152,Carcasi,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1624,121,CO68160,Cepita,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1625,121,CO68162,Cerrito,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1626,121,CO68167,Charala,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1627,121,CO68169,Charta,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1628,121,CO68176,Chima,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1629,121,CO68179,Chipata,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1630,121,CO68190,Cimitarra,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1631,121,CO68207,Concepcion,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1632,121,CO68209,Confines,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1633,121,CO68211,Contratacion,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1634,121,CO68217,Coromoro,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1635,121,CO68229,Curiti,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1636,121,CO68235,El Carmen de Chucuri,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1637,121,CO68245,El Guacamayo,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1638,121,CO68250,El Penon,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1639,121,CO68255,El Playon,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1640,121,CO68264,Encino,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1641,121,CO68266,Enciso,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1642,121,CO68271,Florian,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1643,121,CO68276,Floridablanca,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1644,121,CO68296,Galan,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1645,121,CO68298,Gambita,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1646,121,CO68307,Giron,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1647,121,CO68318,Guaca,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1648,121,CO68320,Guadalupe,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1649,121,CO68322,Guapota,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1650,121,CO68324,Guavata,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1651,121,CO68327,Guepsa,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1652,121,CO68344,Hato,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1653,121,CO68368,Jesus Maria,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1654,121,CO68370,Jordan,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1655,121,CO68377,La Belleza,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1656,121,CO68385,Landazuri,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1657,121,CO68397,La Paz,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1658,121,CO68406,Lebrija,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1659,121,CO68418,Los Santos,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1660,121,CO68425,Macaravita,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1661,121,CO68432,Malaga,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1662,121,CO68444,Matanza,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1663,121,CO68464,Mogotes,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1664,121,CO68468,Molagavita,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1665,121,CO68498,Ocamonte,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1666,121,CO68500,Oiba,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1667,121,CO68502,Onzaga,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1668,121,CO68522,Palmar,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1669,121,CO68524,Palmas del Socorro,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1670,121,CO68533,Paramo,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1671,121,CO68547,Piedecuesta,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1672,121,CO68549,Pinchote,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1673,121,CO68572,Puente Nacional,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1674,121,CO68573,Puerto Parra,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1675,121,CO68575,Puerto Wilches,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1676,121,CO68615,Rionegro,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1677,121,CO68655,Sabana de Torres,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1678,121,CO68669,San Andres,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1679,121,CO68673,San Benito,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1680,121,CO68679,San Gil,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
1681,121,CO68682,San Joaquin,True,2020-04-16T00:00:00,,CO68,Santander,COL,Colombia,49
