id,location_ref,code,name,from_cods,reference_period_start,reference_period_end,location_code,location_name
#adm1+hapi_id,#country+hapi_id,#adm1+code,#adm1+name,,#date+start,#date+end,#country+code,#country+name
386,232,UA14,Donetska,True,2024-04-16T00:00:00,,UKR,Ukraine
387,232,UA18,Zhytomyrska,True,2024-04-16T00:00:00,,UKR,Ukraine
388,232,UA21,Zakarpatska,True,2024-04-16T00:00:00,,UKR,Ukraine
389,232,UA23,Zaporizka,True,2024-04-16T00:00:00,,UKR,Ukraine
390,232,UA26,Ivano-Frankivska,True,2024-04-16T00:00:00,,UKR,Ukraine
391,232,UA32,Kyivska,True,2024-04-16T00:00:00,,UKR,Ukraine
392,232,UA35,Kirovohradska,True,2024-04-16T00:00:00,,UKR,Ukraine
393,232,UA44,Luhanska,True,2024-04-16T00:00:00,,UKR,Ukraine
394,232,UA46,Lvivska,True,2024-04-16T00:00:00,,UKR,Ukraine
395,232,UA48,Mykolaivska,True,2024-04-16T00:00:00,,UKR,Ukraine
396,232,UA51,Odeska,True,2024-04-16T00:00:00,,UKR,Ukraine
397,232,UA53,Poltavska,True,2024-04-16T00:00:00,,UKR,Ukraine
398,232,UA56,Rivnenska,True,2024-04-16T00:00:00,,UKR,Ukraine
399,232,UA59,Sumska,True,2024-04-16T00:00:00,,UKR,Ukraine
400,232,UA61,Ternopilska,True,2024-04-16T00:00:00,,UKR,Ukraine
401,232,UA63,Kharkivska,True,2024-04-16T00:00:00,,UKR,Ukraine
402,232,UA65,Khersonska,True,2024-04-16T00:00:00,,UKR,Ukraine
403,232,UA68,Khmelnytska,True,2024-04-16T00:00:00,,UKR,Ukraine
404,232,UA71,Cherkaska,True,2024-04-16T00:00:00,,UKR,Ukraine
405,232,UA73,Chernivetska,True,2024-04-16T00:00:00,,UKR,Ukraine
406,232,UA74,Chernihivska,True,2024-04-16T00:00:00,,UKR,Ukraine
407,232,UA80,Kyiv,True,2024-04-16T00:00:00,,UKR,Ukraine
408,232,UA85,Sevastopol,True,2024-04-16T00:00:00,,UKR,Ukraine
409,240,VE01,Distrito Capital,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
410,240,VE02,Amazonas,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
411,240,VE03,Anzoategui,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
412,240,VE04,Apure,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
413,240,VE05,Aragua,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
414,240,VE06,Barinas,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
415,240,VE07,Bolivar,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
416,240,VE08,Carabobo,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
417,240,VE09,Cojedes,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
418,240,VE10,Delta Amacuro,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
419,240,VE11,Falcon,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
420,240,VE12,Guarico,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
421,240,VE13,Lara,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
422,240,VE14,Merida,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
423,240,VE15,Miranda,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
424,240,VE16,Monagas,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
425,240,VE17,Nueva Esparta,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
426,240,VE18,Portuguesa,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
427,240,VE19,Sucre,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
428,240,VE20,Tachira,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
429,240,VE21,Trujillo,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
430,240,VE22,Yaracuy,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
431,240,VE23,Zulia,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
432,240,VE24,La Guaira,True,2021-02-23T00:00:00,,VEN,Venezuela (Bolivarian Republic of)
433,245,YE11,Ibb,True,2019-11-22T00:00:00,,YEM,Yemen
434,245,YE12,Abyan,True,2019-11-22T00:00:00,,YEM,Yemen
435,245,YE13,Sana'a City,True,2019-11-22T00:00:00,,YEM,Yemen
436,245,YE14,Al Bayda,True,2019-11-22T00:00:00,,YEM,Yemen
437,245,YE15,Ta'iz,True,2019-11-22T00:00:00,,YEM,Yemen
438,245,YE16,Al Jawf,True,2019-11-22T00:00:00,,YEM,Yemen
439,245,YE17,Hajjah,True,2019-11-22T00:00:00,,YEM,Yemen
440,245,YE18,Al Hodeidah,True,2019-11-22T00:00:00,,YEM,Yemen
441,245,YE19,Hadramawt,True,2019-11-22T00:00:00,,YEM,Yemen
442,245,YE20,Dhamar,True,2019-11-22T00:00:00,,YEM,Yemen
443,245,YE21,Shabwah,True,2019-11-22T00:00:00,,YEM,Yemen
444,245,YE22,Sa'dah,True,2019-11-22T00:00:00,,YEM,Yemen
445,245,YE23,Sana'a,True,2019-11-22T00:00:00,,YEM,Yemen
446,245,YE24,Aden,True,2019-11-22T00:00:00,,YEM,Yemen
447,245,YE25,Lahj,True,2019-11-22T00:00:00,,YEM,Yemen
448,245,YE26,Ma'rib,True,2019-11-22T00:00:00,,YEM,Yemen
449,245,YE27,Al Mahwit,True,2019-11-22T00:00:00,,YEM,Yemen
450,245,YE28,Al Maharah,True,2019-11-22T00:00:00,,YEM,Yemen
451,245,YE29,Amran,True,2019-11-22T00:00:00,,YEM,Yemen
452,245,YE30,Ad Dali',True,2019-11-22T00:00:00,,YEM,Yemen
453,245,YE31,Raymah,True,2019-11-22T00:00:00,,YEM,Yemen
454,245,YE32,Socotra,True,2019-11-22T00:00:00,,YEM,Yemen
